DC_Real_Property_ID,Address_of_Record,Owner_of_Record,Ward,Year,Property_Name,Address_1,Postal_Code,Primary_Property_Type,Year_Built,_Reported_Building_Gross_Floor_Area_ft_,Site_EUI_kBtu/ft,Weather_Normalized_Source_EUI_kBtu/ft,ENERGY_STAR_Score,Total_GHG_Emissions_MtCO2e,Electricity_Use_-_Grid_Purchase_and_Onsite_kWh,Natural_Gas_Use_therms
1830857,1101 17TH ST,1101 17TH STREET ASSOCIATES LTD,2,2012,1101 17th Street,1101 17th Street N.W.,20036,Office,1964,"233,229",94,228.3,67.00,2222.60,4220102,75211.275
1830879,1615 L ST NW,1615 L ST LLC,2,2012,1615 L Street,1615 L St NW,20036,Office,1984,"420,000",58.7,204.6,77.00,3491.09,7225400,
"01830883, 01830884",1145 17TH ST,NATIONAL GEOGRAPHIC SOCIETY,2,2012,NGS Headquarters,"1145 17th St, NW and 1600 M Street, NW",20036,Office,1964,"746,237",86.8,225.9,73.00,6937.10,13947930,171541.698
1840071,1667 K ST NW Unit: 900,JAMNES CAMPBELL COMPANY LLC,2,2012,"1667 K Street, NW","1667 K Street, NW",20036,Office,1984,"193,874",66.3,229.5,66.00,1819.21,3765172.4,
1840074,1601 K ST,PPF OFF 1601 K ST LLC,2,2012,1601 K Street,1601 K Street N. W.,20006,Office,2005,"231,423",54,175.9,86.00,1770.34,3664029.7,
1850828,1625 I ST,BFP 1625 EYE CO LLC,2,2012,1625 Eye Street,1625 Eye Street NW,20006,Office,2003,"410,715",58.4,206.6,87.00,3396.95,7030576.1,
1860810,0815 CONNECTICUT AV NW,"ALECTA PENSIONS FORSAKRING, OMSESIDIGT",2,2012,Chanin Building - 815 Connecticut,815 Connecticut Avenue,20006,Office,1963,"190,421",56.5,168.1,84.00,1434.82,2858131.1,10124.2
1960035,1201 16TH ST NW,NATIONAL EDUCATION ASSOCIATES,2,2012,National Education Association,"1201 16th St., NW",22036,Office,1957,"394,087",64.1,172.4,88.00,0.00,5724809.6,57417
1960832,1500 MASSACHUSETTS AV NW,EQR-1500 MASS LLC,2,2012,1500 Mass Ave,1500 Massachusetts Av,20005,Multifamily Housing,1951,"457,893",69.6,129.8,0.00,2682.90,3271733.3,207162
1960834,1501 M ST,I&G DC REIT INC,2,2012,1501 M ST,1501 M ST,20005,Office,1991,"195,421",73.9,232,55.00,1828.30,4231423,
1970081,1100 - 1102 15TH ST NW,1100 15TH STREET ASSOCIATES LLC,2,2012,1100 15th Street (DDOE),"1100 15th Street, NW",20005,Office,1982,"154,484",58.7,199.2,78.00,1284.66,2658815.2,
1970855,1152 15TH ST,MR COLUMBIA CENTER INVESTORS LLC,2,2012,Columbia Center,"1152 15th Street, NW",20005,Office,2007,"434,382",54.1,168.5,82.00,2975.30,6885822,
1980845,1030 15TH ST,1030 W. 15TH  LLC,2,2012,The Executive Building,"1030 15th Street, NW",20005,Office,1968,"351,009",44.2,128.6,89.00,1865.00,4149023,13614.319
1980846,1501 K ST,I B ASSOCIATES LIMITED PARTNERSHIP,2,2012,1501 K St NW,1501 K St NW,20002,Office,2001,"422,245",75.3,233.8,65.00,3987.60,9164774,5203.112
1990831,1575 I ST NW,1575 EYE STREET ASSOCIATES,2,2012,1575 Eye Street (DDOE),1575 Eye Street,20005,Office,1979,"209,252",66.8,234.7,83.00,1980.41,4098807.2,
1990832,1500 K ST NW,1500 K STREET LLC,2,2012,1500 K Street - The Southern Railway Building,1500 K Street NW,20005,Office,1928,"293,248",87.6,275.1,62.00,3253.30,7529269,
2120850,1499 MASSACHUSETTS AV,POST 1499 MASSACHUSETTS LLC,2,2012,Post Massachusetts Avenue,1499 Massachusetts Ave NW,20005,Multifamily Housing,2002,"237,796",44,107.8,0.00,1154.23,1980167.4,37118.7
2130017,1201 15TH ST,NATIONAL ASSOC OF HOME BUILDERS OF U S,2,2012,The National Housing Center Corporation,"1201 15th Street, NW",20005,Office,2001,"240,863",53.6,160.6,95.00,1644.59,3174864.6,20789
2140102,1441 L ST NW,1441 L ASSOCIATES LLC,2,2012,1441 L Street,"1441 L Street, NW",20005,Office,1969,"192,804",70.8,206.7,86.00,1612.60,3537090,15728.954
2140103,1133 15TH ST NW,1133 FIFTEENTH STREET LLC,2,2012,1133 15th Street,"1133 15th Street, NW",20005,Office,1969,"215,636",63.7,212.9,84.00,1566.52,4028089,
2140105,1125 15TH ST NW,1125 15TH STREET LLC,2,2012,1125 15th Street,"1125 15th Street, NW",20005,Office,1969,"285,264",48.7,156.2,90.00,1758.50,4069843,
2140106,1101 - 1117 15TH ST NW,1101 FIFTEENTH LLC,2,2012,1101 15th Street,"1101 15th ST, NW",20005,Office,1973,"157,363",90.8,298.3,39.00,1810.20,4189398,
2140108,1110 VERMONT AV NW,1110 VERMONT LP,2,2012,1110 Vermont Ave,"1110 Vermont Ave, NW",20005,Office,1979,"319,596",52.4,169,90.00,2370.70,4906576,
2140109,1120 VERMONT AV NW,1120 VERMONT AVE ASSOCIATES LLP,2,2012,1120 Vermont Avenue,"1120 Vermont Avenue, NW",20005,Office,1979,"368,242",100.8,313.5,60.00,6924.77,13973297.5,32577.5
2140854,1177 15TH ST NW,JTCI5 MADISON HOTEL LP,2,2012,The Madison,1177 15th Street NW,20005,Hotel,1962,"287,294",98.6,229.9,49.00,2779.30,5081741,109957.35
2140859,0001 THOMAS CIR NW,THOMAS CIRCLE C F LLC,2,2012,ONE THOMAS CIRCLE,ONE THOMAS CIRCLE,20005,Office,1982,"238,444",64,229.3,84.00,2159.54,4469547.5,
2150012,1121 VERMONT AV NW,RIDC LLC,2,2012,57151-Wash DC Thomas CIR,1199 Vermont Ave,20005,Hotel,1999,"160,614",75.4,208.7,56.00,1415.33,2555704,33928
2160033,1015 15TH ST NW,1015 15TH STREET INC,2,2012,1015 15th Street,"1015 15th Street, NW",20005,Office,1979,"193,006",75.4,Not Available,66.00,1828.90,4207221,2065.801
2170050,1425 K ST NW,BGW LP,2,2012,1425K,1425 K Street NW,20005,Office,2000,"253,863",74.3,248.3,69.00,2672.24,5530659,
2180077,1401 I ST,SRI EIGHT FRANKLIN TOWER LLC,2,2012,Franklin Towers,1401 I St,20005,Office,1991,"220,573",60.4,201.6,80.00,1885.53,3902429.1,
2180079,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,2,2012,1400 K Street,"1400 K Street, NW",20005,Office,1982,"207,433",54.8,175.8,88.00,1611.12,3334481.2,
2180080,0901 15TH ST NW,MULLEN MANAGEMENT CO,2,2012,02180080_McPherson Building,901 15th Street NW,20005,Office,1987,"319,388",50.7,173.3,93.00,2294.12,4748080,
2200044,1425 H ST NW,SOUTHERN BUILDING ASSOCIATES LLP,2,2012,The Southern Building,"805 15th Street, NW",20005,Office,1915,"191,234",71,212.2,64.00,1659.10,3739759,8134.178
2200064,1400 I ST NW,1400 I STREET NY LLC,2,2012,1400 Eye Street,"1400 I Street, NW",20005,Office,1982,"175,760",Not Available,Not Available,0.00,0.00,,
2200066,1401 H ST NW,TREA 1401 LLC,2,2012,City Center,"1401 H Street, NW",20005,Office,1992,"360,615",63.5,218.5,84.00,3243.44,6712849.3,
2200067,0875 15TH ST,BOWEN BUILDING LP,2,2012,875 15th St NW,875 15th St NW,20002,Office,2005,"258,777",96.8,304,44.00,3172.90,7343131,
2210037,750 15TH ST,JBC FUNDS 740 LLC,2,2012,740 15th Street NW,740 15th Street NW,20005,Office,1907,"199,931",54.3,170.4,82.00,1373.80,3179531,
2220022,733 15TH ST,15TH AND H STREET ASSOCIATES LLP,2,2012,15th and H Street Associates LLP,733 15th Street NW,20005,Multifamily Housing,1911,"230,129",Not Available,Not Available,0.00,0.00,,
2220027,1415 NEW YORK AV NW,RPT 1425 NEW YORK AVE LLC,2,2012,50011 - 1425 New York Ave NW,1425 New York Ave NW,20005,Office,1992,"284,845",61.8,203.5,83.00,2490.09,5151559.7,
2220814,1445 NEW YORK AV NW,PONTE GADEA OF WASHINGTON LLC,2,2012,1445 New York,"1445 New York Avenue, NW",20005,Office,1985,"205,656",50.7,169.4,89.00,1476.77,3056424.1,
2230026,1401 G ST NW,CARR NP DC/VA PROPERTIES B LLC,2,2012,CNBB,"700 14th Street, NW",20005,Office,1988,"224,558",86.8,298.1,44.00,2759.41,5711062,
2240022,0613 15TH ST NW,METROPLITAN SQUARE ASSOCIATES LLC,2,2012,Metropolitan Square,"655 15th Street, NW",20005,Office,1982,"702,039",Not Available,Not Available,0.00,0.00,,
2250033,1401 - 1415 PENNSYLVANIA AV NW,WILLARD ASSOCIATES,2,2012,The Willard Hotel & Office Building (DDOE),1401 - 1455 Pennsylvania Avenue NW,20004,Hotel,1986,"644,099",107.7,289.4,34.00,8027.86,14373754.6,203555.8
2250803,1434 F ST NW,ISTITHMAR HOTELS WASHINGTON LLC,2,2012,W Hotel,515 15th ST NW,20004,Hotel,1917,"225,000",Not Available,Not Available,0.00,0.00,,
2352851,2125 14TH ST NW,THE FLATS @ UNION ROW,1,2012,The Flats @ Union Row,2125 14th St NW,20009,Multifamily Housing,2008,"187,357",112,175.7,0.00,1612.10,1641880,153908.3
2360067,1301 U ST NW,T C ELLINGTON LLC,1,2012,The Ellington,1301 U Street,20009,Multifamily Housing,2004,"504,332",22.2,63.2,0.00,1500.68,3003243,9325.4
2450844,10 THOMAS CIR,WASHINGTON PLAZA HOTEL,2,2012,Washington Plaza Hotel,"10 Thomas Circle, NW",20005,Hotel,1963,"300,357",123.5,236.9,38.00,0.00,,241925.29
2470096,1331 L ST,MANGER 8-10-34 TRUST PARTNERS LLC,2,2012,The CoStar Group Building,"1331 L Street, NW",20005,Office,2008,"198,452",62.9,197.5,88.00,1580.80,3658631,
2480066,1310 L ST NW,GREENWAY INC,2,2012,1310 L Street,1310 L Street NW,20006,Office,2002,"153,800",81,255.4,75.00,1648.75,3268047.1,13107.2
2480075,1330 L ST NW,FRANKLIN COURT INC,2,2012,Franklin Court,1099 14th Street NW,20005,Office,1991,"508,315",60.6,189.8,78.00,3891.60,8990371,1313.822
2480830,1301 K ST NW,1301 K STREET LP,2,2012,One Franklin Square 2,1301 K Street NW,20005,Office,1990,"643,325",52.4,177,88.00,4769.39,9871074.4,
2500046,1333 - 1343 H ST NW,MG-1333 LLC,2,2012,MG-1333,1333 H Street NW,20005,Office,1982,"274,151",58.8,184.6,84.00,2040.80,4723108,
2500047,1301 NEW YORK AV NW,800 13TH STREET ASSOCIATES,2,2012,1301 New York Ave,"1301 New York Ave., NW",20001,Office,1983,"203,406",56,186.5,92.00,1608.64,3325162.4,381.8
2500051,1300 I ST NW,TIAA FRANKLIN SQUARE LLC,2,2012,Franklin Square - DC UBI 0250-0051,1300 I Street,20005,Office,1989,"517,464",59.8,189.9,84.00,3734.90,9207697,
2500857,1350 I ST NW,1350 EYE CO-TENANT LLC,2,2012,1350 I Street,1350 I Street N.W.,20005,Office,1988,"403,564",70.2,259.2,78.00,4012.63,8304830.9,
2520079,1325 G ST NW,BEHRINGER HARVARD 1325 G STREET LLC,2,2012,1325 G Street,1325 G Street,20005,Office,1968,"333,484",55.6,160.8,97.00,2449.09,4713982.7,4006.8
2520083,0700 13TH ST NW,BCSP 700 THIRTEENTH STREET PROPERTY LLC,2,2012,700 13th Street,700 13th Street,20005,Office,1988,"252,713",50.3,193.3,86.00,1800.73,3726910.8,
2530844,1310 G ST NW,GAEDEKE HOLDINGS III LTD C/O MARVIN F POER,2,2012,1310 G Street,"1310 G Street, NW",20005,Office,1991,"195,711",80.3,257.1,81.00,2225.27,4605572.1,
2530847,0600 13TH ST NW,UNION INVESTMENT REAL ESTATE GMBH,2,2012,600 13th Street #2,600 13th St. NW,20005,Office,1997,"276,365",72.8,262.4,77.00,2711.00,5436648.8,15823.8
2540053,0529 14TH ST NW,CPT NP BUILDING LLC,2,2012,National Press Building,529 14th Street NW,20004,Office,1928,"489,395",89.5,247.3,67.00,5353.30,10025884.5,95697.5
2540835,1301 E ST NW,1301 ASSOCIATES,2,2012,"1301 Pennsylvania Ave., NW",1301 Pennsylvania Ave. NW,20004,Office,1981,"231,902",82.6,276.2,73.00,2712.72,5614436.1,
2540838,1331 PENNSYLVANIA AV,JWDC LP,2,2012,33769-J.w. on Pennsylvania AVE,1331 Pennsylvania Ave Nw,20004,Hotel,1984,"695,364",85.4,229.9,63.00,6695.57,11722599,193906
2540839,1331  NW,NATIONAL PLACE LAND COMPANY LLC,2,2012,National Place,1331 Pennsylvania Ave. NW,20004,Office,1984,"594,315",59.7,187.9,82.00,5022.25,10394409.2,
2670042,1201 12TH ST,PARCEL 47D LLC,6,2012,1201 Maryland Avenue,"1201 Maryland Avenue, SW",20024,Office,2005,"513,856",44.6,144.7,94.00,7951.28,6718325.3,
2820044,1221 MASSACHUSETTS AV NW,CAMBRIDGE APARTMENTS LIMITE PARTNERSHIP DC LIMITED PART,2,2012,Cambridge Apartments,1221 Massachusetts Ave NW,20005,Multifamily Housing,1964,"177,359",Not Available,Not Available,0.00,0.00,,
0283-0050*,,,2,2012,1210 Massachusetts,1210 MASSACHUSETTS AV NW,20005,Multifamily Housing,2004,"208,720",9.5,34.1,0.00,282.13,583906.2,
2830826,1234 MASSACHUSETTS AV NW,PETER N G SCHWARTZ TRUSTEES,2,2012,1234 Massachusetts Avenue NW,1234 Massachusetts Avenue NW,20005,Multifamily Housing,1900,"258,603",50.1,105.2,0.00,1318.62,2086446,58368
2840042,1220 L ST NW,13TH AND L ASSOCIATES,2,2012,1220 L Street,"1220 L Street, NW",20005,Office,1983,"319,103",57.2,179.6,76.00,2311.90,5350448,
2850047,1225 I ST NW,1225 I STREET NW LP,2,2012,1225 Eye Street,1225 Eye Street NW,20005,Office,1988,"247,426",58.7,188.3,83.00,2055.15,4253478.9,
2850048,1201 I ST,1215 I STREET NW ASSOCS LTD PARTNERSHIP,2,2012,1201 Eye Street,1201 Eye Street NW,20005,Office,2002,"282,879",67.2,230.3,84.00,2692.17,5571897.2,
2850049,1200 K ST NW,1200 K ST I CO LLC,2,2012,1200 K Street,1200 K Street NW,20005,Office,1992,"424,336",64.3,217.3,94.00,3835.66,7905173.5,3031
2860041,1250 I ST,IPERS EYE ST NW DC INC,2,2012,1250 Eye Street,"1250 Eye Street, NW",20005,Office,1982,"187,269",60.5,200.3,82.00,1603.85,3319439.6,
"02860818, 02860819",1201 NEW YORK AV NW,1201-1225 NEW YORK AVE SPE LLC,2,2012,1201& 1225  New York Ave.,"1201 New York Avenue, NW",20005,Office,1988,"510,397",57.6,169.6,85.00,3535.40,7873956,25097.276
2870038,1200 NEW YORK AV NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2,2012,1200 New York Avenue NW (AAAS),1200 New York Avenue NW,20005,Office,1996,"211,432",63.8,189.1,85.00,1700.54,3260109,23563.9
2880058,1250 H ST NW,HUB PROPERTIES TRUST,2,2012,Herald Square,"1250 H Street, N.W.",20005,Office,1990,"208,020",68.2,214.1,81.00,1796.50,4157681,
2880846,700 12TH ST,CLPF ONE METRO LP,2,2012,0701 Thirteenth Street NW (One Metro),701 13th Street NW,20005,Office,2003,"456,936",77.8,264,79.00,5034.71,10417992.9,199.8
2880847,1201 G ST NW,MACY'S RETAIL HOLDINGS INC,2,2012,(71068A) METRO CENTER,1201 G. STREET NW,20005,Office,1985,"272,371",35.2,132.4,93.00,1357.50,2809575.5,
2890830,0601 13TH ST NW,S KANN SONS COMPANY,2,2012,0601 Thirteenth Street NW (Homer),"601 13th Street, NW",20005,Office,1990,"523,837",52.7,179.7,85.00,3906.80,8085798,
2890832,1201 F ST NW,1201 F STREET LLC,2,2012,1201 F Street,1201 F Street NW,20004,Office,2000,"210,578",84.2,280.4,62.00,6126.84,5172686.2,914.4
0290-0861*,,,2,2012,Columbia Square-2,555 13Th ST.,20004,Office,1987,"674,553",77.7,257.9,66.00,7309.42,14989630.5,12575.2
2900044,0501 13TH ST NW,WARNER INVESTMENTS LP,2,2012,1299 Pennslyvania Ave NW,1299 Pennslyvania Ave NW,20004,Office,1992,"803,694",48.1,151,75.00,4894.30,11327190,
2910037,1201 PENNSYLVANIA AV NW,1201 LAND LP,2,2012,1201 Pennsylvania Ave.,1201 Pennsylvania Ave.,20004,Office,1981,"395,267",95.7,291.4,41.00,4606.90,10357690,24768.499
2990832,1250 MARYLAND AV SW,PARCEL 49B LP,6,2012,Portals I - 1250 Maryland Ave,"1280 Maryland Avenue, SW",20024,Office,1992,"583,876",62.4,226.1,85.00,12631.22,10672582.1,
2990833,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,6,2012,Portals II -  445 12th St,"445 12th Street, SW",20024,Office,1992,"738,686",83,267.2,0.00,21255.84,17959839.3,
3160032,1020 11TH ST NW,12TH & L STREET LTD,2,2012,1100L,1100 L Street NW,20005,Office,1972,"342,268",79,233,78.00,3520.24,6594335,
3170841,1101 NEW YORK AV,1101 NEW YORK HOLDINGS LLC,2,2012,1101 New York Ave,1101 New York Ave NW,20005,Office,2007,"391,370",Not Available,Not Available,0.00,0.00,,
3173086,1050 K ST NW,1150 K STREET CONDOMINIUM,2,2012,1050 K,1050 K Street NW,20001,Office,2008,"153,440",58,193.8,81.00,1260.65,2609129,
3190863,0775 12TH ST NW,HMC RETIREMENT PROPERTIES,2,2012,33721-Washington Metro Center,775 12th St Nw,20005,Hotel,1994,"450,000",61.2,176.4,78.00,3461.30,6615768,49768
3190864,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,2,2012,700 Eleventh Street w/ Cosi,700 Eleventh Street NW,20001,Office,1991,"347,864",89,303.9,67.00,4352.72,8966462.2,3835.1
3200028,1155 F ST,JEMAL'S SQUARE 320 LLC,2,2012,"Jemal's Square 320, LLC",1155 F ST,20004,Office,2009,"250,692",Not Available,Not Available,0.00,0.00,,
3210027,0555 12TH ST NW,MANUFACTURERS LIFE INSURANCE,2,2012,"MANULIFE FINANCIAL, 555 12TH STREET",555 12TH STREET  NW,20004,Office,1994,"887,642",47.4,174.5,94.00,5956.57,12328141.1,
3220020,1111 PENNSYLVANIA AV NW,PRESIDENTIAL BUILDING LLC,2,2012,1111 Penn,"1111 Pennsylvania Ave, NW",20004,Office,1967,"387,389",79.6,257.3,71.00,4366.33,9036872.9,
3220021,1101 PENNSYLVANIA AV NW,TC 1101 PENNSYLVANIA AVENUE OWNER LLC,2,2012,Evening Star Building 2,1101 Pennsylvania Ave NW,20004,Office,1989,"239,793",69.1,223.4,71.00,2345.92,4855286.9,
3270840,0500 12TH ST,POTOMAC CENTER NORTH INC,6,2012,Potomac Center North,500 12th Street SW,20024,Office,2005,"504,155",75,244.6,89.00,5355.72,11084581.2,
3270841,0550 12TH ST,POTOMAC CENTER CF LLC,6,2012,POTOMAC CENTER SOUTH,550 12TH STREET SW,20065,Office,1968,"427,463",56.4,182,89.00,3411.65,7061000.5,
3300800,1000 FLORIDA AV NW,HOWARD UNIVERSITY,1,2012,HU Service Building,1000 FLORIDA AVE NW/2244 10TH St. NW,20059,Office,1903,"218,339",36,111.7,97.00,1114.37,2306371,
3423134,1010 MASSACHUSETTS AVE NW,1010 MASS AVE CONDOMINIUM,2,2012,1010 Massachusetts Ave Condominium,1010 Massachusetts Ave NW,200015402,Multifamily Housing,2006,"168,190",Not Available,Not Available,0.00,0.00,,
3450041,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2,2012,Washington Center,1001 G Street NW,20001,Office,1989,"366,055",71.7,231.6,83.00,3717.52,7694043.3,
3460805,1025 F ST NW,JEMAL'S CAYRE WOODIES LLC,2,2012,"Jemal's Cayre Woodies, LLC","1025 F Street, NW",20004,Office,1927,"531,458",53.1,177.3,80.00,3994.22,8266722,
3470022,0555 11TH ST NW,LINCOLN CIRCLE ASSOCIATES LLC,2,2012,Lincoln Square,555 11th St. NW,20004,Office,2001,"475,360",60.6,190.2,83.00,3649.50,8446323,
3480832,1001 - 0429 PENNSYLVANIA AV NW,TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA,2,2012,1001 Pennsylvania Ave,"1001 Pennsylvania Ave, NW",20004,Office,1985,"808,836",73.6,246,73.00,8434.97,17457623.5,
3690068,0930 M ST NW,MOUNT VERNON PLAZA ASSOCIATES & DISTRICT OF COLUMBIA,2,2012,Mount Vernon Plaza Associates,"930 M Street, NW",20001,Multifamily Housing,1989,"235,807",Not Available,Not Available,0.00,0.00,,
3692805,0910 M ST NW,THE WHITMAN,2,2012,The Whitman,910 M St. NW,20001,Multifamily Housing,2006,"177,379",52.1,109.6,0.00,917.90,1412787,44226.7
3711349,901 K STREET NW,901 K ST CONDO,2,2012,901 K Street (DDOE),"901 K Street, NW",20001,Office,2009,"198,829",44.7,149.4,93.00,1809.53,3745140.1,
3711349,901 K STREET NW,901 K ST CONDO,2,2012,Harbourside,2900 K St. NW,20007,Office,2006,"191,666",35.8,112.5,95.00,870.00,2013421,
3720034,0901 NEW  YORK  AV NW,BP/CRF 901 NEW YORK AVENUE LLC,2,2012,901 New York Avenue,"901 New York Ave., NW",20001,Office,2004,"585,830",61.5,201.1,85.00,5080.32,10487412.1,2468.5
3750125,0750 9TH ST NW,750 NINTH STREET LLC,2,2012,Victor Building - 252510,750 9th Street NW,20001,Office,2000,"340,168",55.7,175.5,88.00,2597.44,5271178.5,9506
3760828,977 F ST,ST PATRICK'S CHURCH,2,2012,0975 F Street NW (Carroll Square),975 F Street NW,20004,Office,2006,"181,009",Not Available,Not Available,0.00,0.00,,
3770040,0901 E ST NW,THE PEW CHARITABLE TRUSTS,2,2012,The Pew Charitable Trusts,901 E Street NW,20004,Office,1989,"338,019",56.1,176.1,83.00,1860.70,4306412,
3770044,0950 F ST,JEMAL'S ATLANTIC LLC,2,2012,"Jemal's Atlantic, LLC","950 F Street, NW",20004,Office,1887,"261,231",87,286.3,65.00,7885.12,6662428,
3860001,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,6,2012,901 D,"901 D Street,SW",20024,Office,1988,"422,227",66,194,85.00,3741.52,7490579.5,22989.9
3870866,0400 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,2012,L Enfant Plaza - NORTH,"955 L'Enfant Plaza, SW",20024,Office,1905,"382,503",79,222.4,77.00,3725.04,7022784,62378
3870868,0450 10TH ST SW,L'ENFANT COLONY LLC,6,2012,950 L'Enfant,"950 L'Enfant Plaza, SW",20024,Office,1969,"314,276",95.1,Not Available,60.00,3411.50,7251141,49085.599
"03870869, 03877000, 04357000",0420 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,2012,L Enfant Plaza - EAST,"470/480/490 L'Enfant Plaza, SW",20024,Office,1905,"836,504",90,233.8,72.00,8598.69,15233390,232781
4030836,0999 9TH ST NW,SUNTONE K9 LLC,2,2012,9671p-Washington DC Renaissance,999 9th Street Nw,20001,Hotel,1997,"715,000",74,212.9,55.00,6258.65,11412696,139923
4030837,0801 I ST NW,801 EYE STREET ASSOCIATES LLC,2,2012,801 Eye Street,"801 Eye Street, NW",20001,Office,1990,"335,909",77.6,259.2,77.00,3691.22,7639609,
4030838,0800 K ST NW,800 K STREET ASSOCIATES LLC,2,2012,800 K Street,"800 K Street, NW",20001,Office,1989,"536,839",70.5,240.3,78.00,5359.56,11092533,
4030839,900 7TH ST,IBEW HEADQUARTERS BUILDING LLC,2,2012,0900 Seventh Street NW (IBEW),900 Seventh Street NW,20005,Office,2004,"339,591",Not Available,Not Available,0.00,0.00,,
4050024,0701 9TH ST NW,BFP 701 9TH CO LLC,2,2012,Edison Place,701 9th Street,20001,Office,2001,"407,764",65.8,228.8,79.00,3802.35,7869622.8,
4060026,505 9TH ST,KEG ASSOCIATES I LLC,2,2012,505 9th Street,505 9th Street,20004,Office,2007,"368,831",65,215.9,78.00,3376.19,6966967,1874.8
0407-0815*,,,2,2012,Market Square North,"401 9th Street, NW",20004,Office,2000,"471,993",58.1,203.1,82.00,3882.61,8035727.1,
"04080836, 04080837",801 PENNSYLVANIA AV,WELLS REIT II MARKET SQUARE EAST & WEST LLC,2,2012,04080837_Market Square,701 & 801 Pennsylvania Ave NW,20004,Office,1990,"704,156",76.6,255.7,67.00,7633.77,15799387,
4280020,0810 7TH ST NW,KAN AM 810 SEVENTH STREET LP,2,2012,810 7th St N.W.,810 7th St N.W.,20001,Office,1991,"297,676",Not Available,Not Available,0.00,0.00,,
4310013,425 8TH STREET NW,COMMERCIAL CONDOS #0013,2,2012,The Lansburgh,425 8th Street NW,20004,Multifamily Housing,1991,"369,289",Not Available,Not Available,0.00,0.00,7343640,
4490059,1107 7TH ST NW,BISHOP S C MADISON TRUSTEE,6,2012,McCollough Paradise Gardens Apartments,1100-1119 McCollough Court NW,20001,Multifamily Housing,1982,"235,784",4.5,10.8,0.00,104.20,190836,4088.356
4550839,0700 6TH ST,BERGMANNS INC,2,2012,0700 Sixth Street NW (USAA),"700 Sixth Street, NW",20001,Office,2009,"306,459",48.6,162.3,79.00,2109.12,4365179.9,
"04550842, 04557001",0616 H ST,GALLERY PLACE LAND TRUST,2,2012,Gallery Place,616 H. Street,20001,Office,2004,"590,054",128.9,374.5,57.00,9769.65,18977672.8,112825.3
4563068,575 7TH STREET NW,THE OFFICES @ TERRELL PLACE,2,2012,Terrell Place,"575 7th Street, NW",20004,Office,2003,"539,998",64,189.1,83.00,4145.00,9208935,31266.146
4563068,575 7TH STREET NW,THE OFFICES @ TERRELL PLACE,2,2012,Terrell Place With Retail,575 7th Street NW,20004,Office,2003,"430,672",64.3,202.1,85.00,4641.88,9262948.9,31262.3
4570038,0601 D ST NW,LHL REALTY COMPANY,2,2012,The Patrick Henry Building,"601 D Street, NW",20004,Office,1973,"541,518",66.7,216.9,77.00,5060.65,10405944.7,5811.9
4570039,0600 E ST NW,6TH & E ASSOCIATES LLC,2,2012,1919 Pennsylvania Avenue,1919 Pennsylvania Ave. NW,20006,Office,1978,"291,330",59.6,175.5,86.00,2241.08,4367339.4,24609
4570039,0600 E ST NW,6TH & E ASSOCIATES LLC,2,2012,600 E Street,"600 E Street, NW",20004,Office,1975,"219,186",50.3,158,84.00,2270.90,5255597,
4573066,0031 D ST NW,THE LAFAYETTE @ PENN QUARTER,2,2012,Lafayette at Penn Quarter Condo,631 D Street NW,20004,Multifamily Housing,2005,"161,624",36.5,84.8,0.00,603.83,962362.3,26099.6
0458-0022*,,,2,2012,Liberty Place,"325 7th St., NW",20004,Office,1990,"197,018",65.2,228,78.00,1817.71,3762058.3,
4580021,0625 INDIANA AV NW,GPT PROPERTIES TRUST,2,2012,625 Indiana Avenue,"625 Indiana Avenue, N.W.",20004,Office,1989,"163,747",85.1,267.2,53.00,1764.40,4083494,
4630024,0600 MARYLAND AV SW,OCEAN VIEW DEVELOPMENT COMPANY LP,6,2012,Capital Gallery,"600 Maryland Ave., SW",20024,Office,1982,"571,431",55.2,186.8,92.00,4451.53,9193385.9,1799.9
4682265,0700 7TH ST SW,TOWN SQUARE TOWERS CONDO,6,2012,Town Square Towers,700 7th St SW,200242459,Multifamily Housing,1967,"316,212",61.5,122.9,0.00,1808.22,2566720,106778
4720129,1101 6TH ST,WASHINGTON DRAMA SOCIETY INC,6,2012,The Mead Center at Arena Stage,1101 6th Street SW,20024,Office,2010,"200,000",118.9,249.6,0.00,2129.60,3457490,119776.457
4840836,0599 MASSACHUSETTS AV,HHLP DC CONVENTION CENTER ASSOCIATES LLC,6,2012,132 - Hampton Inn Washington D.C.,901 6th Street NW,20001,Hotel,2005,"163,500",57.9,151.8,69.00,1028.00,2093296,23269.742
4860833,0777 6TH ST,MEPT 777 6TH STREET LLC,2,2012,777 Sixth Street NW - 2781,"777 6th Street, NW",20001,Office,2005,"204,736",70.4,235.3,77.00,2042.17,4226612,
